UserID,WindowID,Split,City,State,Country,ZipCode,DegreeType,Major,GraduationDate,WorkHistoryCount,TotalYearsExperience,CurrentlyEmployed,ManagedOthers,ManagedHowMany
1202466,1,Test,Hampton,VA,US,23669,Bachelor's,Business Administration,2009-05-01 00:00:00,7,8.0,Yes,No,0
1202846,1,Train,Clarkston,MI,US,48346,,Law Enforcement,,6,16.0,No,No,0
1203038,1,Test,Margate,FL,US,33063,,,,5,7.0,,No,0
1203631,1,Test,Cleveland,OH,US,44143,Vocational,,1995-06-01 00:00:00,4,19.0,No,Yes,12
1204325,1,Test,Buffalo,MO,US,65622,,,,5,11.0,Yes,No,0
1204854,1,Train,Palatine,IL,US,60074,Bachelor's,Political Science,2011-05-01 00:00:00,4,5.0,,No,0
1205985,1,Train,North Miami,FL,US,33161,High School,,2008-01-01 00:00:00,4,6.0,No,No,0
1206168,1,Test,Fairfield,NC,US,27826,,,,1,2.0,Yes,Yes,10
1206287,1,Train,Woodstock,GA,US,30188,Master's,Architecture,2003-05-01 00:00:00,9,17.0,Yes,Yes,6
1206310,1,Train,Plano,TX,US,75093,Bachelor's,Business Management,2006-01-01 00:00:00,5,9.0,Yes,No,0
1206548,1,Train,Miami,FL,US,33183,Associate's,Communications,2009-11-01 00:00:00,5,6.0,Yes,Yes,5
1206705,1,Train,Phoenix,AZ,US,85053,High School,Not Applicable,,1,24.0,Yes,No,0
1207079,1,Train,Maysville,GA,US,30558,Associate's,Business Administration,2010-12-01 00:00:00,4,10.0,,No,0
1207641,1,Test,Phoenix,AZ,US,85040,Bachelor's,Business/Accounting,2012-02-01 00:00:00,3,6.0,No,Yes,5
1208219,1,Test,Southfield,MI,US,48076,Master's,Management,2007-12-01 00:00:00,5,11.0,Yes,No,0
1208697,1,Test,Fairview Heights,IL,US,62208,,NETWORK ENGINEERING,2001-01-01 00:00:00,4,11.0,Yes,No,0
1208945,1,Train,Phoenix,AZ,US,85023,Associate's,RN,2014-03-01 00:00:00,6,7.0,No,No,0
1209092,1,Train,Wichita,KS,US,67216,Bachelor's,Social Work,1999-01-01 00:00:00,6,14.0,Yes,No,0
1209294,1,Test,Upper Darby,PA,US,19082,High School,Academic,1998-06-01 00:00:00,6,8.0,No,No,0
1210365,1,Train,Orange Park,FL,US,32073,High School,Not Applicable,,6,9.0,No,No,0
1210736,1,Train,Irving,TX,US,75063,Bachelor's,Psychology,2009-12-01 00:00:00,3,5.0,Yes,No,0
1212339,1,Train,Washington,DC,US,20003,Bachelor's,Psychology / Minor of Communications,2008-08-01 00:00:00,5,7.0,No,No,0
1212678,1,Test,Overland Park,KS,US,66204,,Medical Assistant Program,2012-06-01 00:00:00,1,4.0,No,No,0
1215036,1,Train,Indianapolis,IN,US,46241,High School,,,6,8.0,No,Yes,13
1215618,1,Train,Lothian,MD,US,20711,Master's,Human Resource Development,,4,6.0,,No,0
1216799,1,Train,Orland Park,IL,US,60462,High School,Not Applicable,1961-06-01 00:00:00,4,44.0,No,Yes,9
1219414,1,Train,Sealy,TX,US,77474,Associate's,"Business Administration and Management, General",,4,16.0,No,Yes,15
1220226,1,Train,Miami,FL,US,33125,Associate's,Technical,1990-01-01 00:00:00,7,19.0,Yes,No,0
1221288,1,Train,Waxhaw,NC,US,28173,High School,Not Applicable,1988-06-01 00:00:00,4,17.0,No,Yes,22
1222100,1,Train,Slatington,PA,US,18080,,,,4,3.0,No,No,0
1223143,1,Train,Itasca,IL,US,60143,,,,5,5.0,Yes,No,0
1223295,1,Train,Houston,TX,US,77021,Bachelor's,Engineering,2010-12-01 00:00:00,4,6.0,,No,0
1224395,1,Train,Philadelphia,PA,US,19122,Vocational,,2007-05-01 00:00:00,1,3.0,No,No,0
1225032,1,Train,Avondale,AZ,US,85323,Bachelor's,Computer Accounting,1991-02-01 00:00:00,4,6.0,Yes,No,0
1226555,1,Test,Bonner Springs,KS,US,66012,,,,4,5.0,Yes,No,0
1227037,1,Train,Indianapolis,IN,US,46202,High School,Not Applicable,1994-06-01 00:00:00,4,17.0,Yes,No,0
1227660,1,Train,Saint Charles,MO,US,63303,High School,,1991-01-01 00:00:00,4,8.0,,No,0
1227769,1,Train,Charlotte,NC,US,28227,,Liberal Arts and Sciences/Liberal Studies,2002-07-01 00:00:00,4,7.0,No,Yes,8
1228500,1,Train,Wilmington,DE,US,19805,High School,Not Applicable,,4,9.0,No,No,0
1228676,1,Train,Indianapolis,IN,US,46241,,,,2,3.0,No,No,0
1228876,1,Train,Lakeville,MN,US,55044,High School,Not Applicable,2004-04-01 00:00:00,6,6.0,,No,0
1229104,1,Train,Tuscaloosa,AL,US,35401,Bachelor's,Advertising,2012-05-01 00:00:00,9,9.0,Yes,No,0
1229656,1,Train,Duluth,GA,US,30096,Bachelor's,Criminal Justice,2006-01-01 00:00:00,2,4.0,,No,0
1232814,1,Test,San Bernardino,CA,US,92404,,,,6,7.0,Yes,No,0
1233404,1,Test,Bronx,NY,US,10473,High School,Not Applicable,1988-01-01 00:00:00,6,16.0,No,Yes,10
1233907,1,Train,Dallas,TX,US,75220,,,,3,5.0,Yes,No,0
1235083,1,Train,Kansas City,KS,US,66110,High School,Not Applicable,1998-01-01 00:00:00,2,8.0,No,No,0
1238909,1,Train,Maplewood,NJ,US,07040,,Criminal Justice,,6,8.0,No,No,0
1238929,1,Train,West Hartford,CT,US,06107,Bachelor's,Business Administration,,5,8.0,No,No,0
1239057,1,Train,Saint Paul,MN,US,55106,,"Human Resources Management/Personnel Administration, General",2013-06-01 00:00:00,1,1.0,No,No,0
1239071,1,Train,Miami,FL,US,33169,,,,0,,,No,0
1240408,1,Train,Maple Shade,NJ,US,08052,High School,Welding Engineering Technology/Technician,1996-06-01 00:00:00,3,15.0,Yes,No,0
1240966,1,Train,Fishers,IN,US,46037,Associate's,Medical Technology,2007-05-01 00:00:00,4,9.0,,No,0
1241247,1,Train,Delray Beach,FL,US,33444,Bachelor's,Criminal Justice,2009-05-01 00:00:00,7,6.0,Yes,No,0
1242066,1,Train,Baltimore,MD,US,21225,,Business Management,2004-05-01 00:00:00,3,10.0,Yes,Yes,20
1242190,1,Train,Saint Louis,MO,US,63130,Bachelor's,Information Technology,2005-01-01 00:00:00,5,12.0,Yes,No,0
1245364,1,Test,Riverdale,NJ,US,07457,Associate's,Liberal Arts and Sciences/Liberal Studies,1977-06-01 00:00:00,4,10.0,No,Yes,25
1245830,1,Train,Wichita,KS,US,67211,Bachelor's,Psychology,,6,14.0,No,No,0
1246789,1,Train,Avon,IN,US,46123,Bachelor's,Criminal Justice,2001-05-01 00:00:00,4,9.0,No,No,0
1247681,1,Train,Hillsborough,NC,US,27278,Bachelor's,Psychology,1998-01-01 00:00:00,6,15.0,Yes,No,0
1248020,1,Train,Raleigh,NC,US,27606,Associate's,Business Management,2001-01-01 00:00:00,4,12.0,Yes,No,0
1251683,1,Train,Anderson,SC,US,29621,Bachelor's,Corllins University Online Certificate of Distinction,2010-01-01 00:00:00,4,4.0,,No,0
1252665,1,Train,Gary,IN,US,46408,Associate's,Completed Paralegal,2005-05-01 00:00:00,5,5.0,,No,0
1253312,1,Train,Romeoville,IL,US,60446,Bachelor's,Advertising,2009-08-01 00:00:00,5,7.0,Yes,Yes,50
1255677,1,Train,Houston,TX,US,77036,Associate's,Computer Electronics and Engineering,2012-07-01 00:00:00,4,10.0,Yes,Yes,8
1256633,1,Test,Simsbury,CT,US,06070,Bachelor's,"Applied and Computational Mathematics, Minor in Mathematical Finance",2010-05-01 00:00:00,5,4.0,Yes,No,0
1257273,1,Train,Detroit,MI,US,48223,High School,General,1982-06-01 00:00:00,1,1.0,Yes,Yes,10
1259023,1,Train,Columbus,GA,US,31907,Master's,"Business Administration and Management, General",2012-03-01 00:00:00,9,11.0,No,No,0
1260250,1,Test,Arlington,TX,US,76002,Master's,Adult Higher Education,,6,17.0,Yes,No,0
1260657,1,Train,Westchester,IL,US,60154,,Psychology and Social,2012-02-01 00:00:00,5,11.0,Yes,Yes,4
1261298,1,Train,Snellville,GA,US,30039,High School,Not Applicable,2001-01-01 00:00:00,8,14.0,Yes,No,0
1262346,1,Train,Fairfield,OH,US,45014,High School,Not Applicable,1999-01-01 00:00:00,8,16.0,No,No,0
1263398,1,Train,North Richland Hills,TX,US,76180,Associate's,Associate in Applied Science Degree in Management,2010-09-01 00:00:00,9,7.0,,No,0
1263575,1,Train,Glendale,AZ,US,85308,High School,General Studies,2009-06-01 00:00:00,5,6.0,No,No,0
1264368,1,Train,Hampton,VA,US,23669,,,,1,2.0,Yes,Yes,4
1264519,1,Train,Maitland,FL,US,32751,Bachelor's,Customer Service,,8,22.0,,No,0
1265880,1,Train,Silverton,OR,US,97381,,Business Administration,1996-01-01 00:00:00,1,5.0,No,Yes,30
1267201,1,Train,Fort Lauderdale,FL,US,33331,,,,5,7.0,Yes,No,0
1268808,1,Train,Winter Garden,FL,US,34787,Bachelor's,Health Science,2008-05-01 00:00:00,4,4.0,No,No,0
1270340,1,Train,Snellville,GA,US,30078,Bachelor's,Industrial Technology,1989-05-01 00:00:00,10,22.0,Yes,Yes,10
1271668,1,Train,Carrollton,TX,US,75007,Bachelor's,Business Administration,,5,8.0,No,No,0
1272010,1,Train,Fort Lauderdale,FL,US,33312,Master's,Business Administration,,7,24.0,Yes,No,0
1272661,1,Train,Scottsdale,AZ,US,85251,Associate's,Accounting,,6,14.0,Yes,No,0
1273951,1,Train,Fort Worth,TX,US,76103,,Accounting,,3,8.0,No,No,0
1273998,1,Train,Wylie,TX,US,75098,High School,General Studies,1996-06-01 00:00:00,7,8.0,,No,0
1274672,1,Train,Chicago,IL,US,60649,Bachelor's,Psychology,2013-09-01 00:00:00,8,22.0,No,Yes,23
1275808,1,Test,Chicago,IL,US,60601,Bachelor's,Biblical Studies,2012-06-01 00:00:00,2,5.0,No,No,0
1277462,1,Train,Kansas City,MO,US,64155,High School,Not Applicable,,5,9.0,No,No,0
1277523,1,Train,North Miami,FL,US,33168,,,,5,6.0,No,No,0
1277767,1,Train,Irvington,NJ,US,07111,,Business Administration,1983-01-01 00:00:00,6,23.0,No,No,0
1277974,1,Train,Baton Rouge,LA,US,70808,Master's,Industrial Engineering,2009-12-01 00:00:00,3,4.0,No,No,0
1279148,1,Train,Las Vegas,NV,US,89108,,,,5,12.0,No,No,0
1279224,1,Train,Savannah,GA,US,31419,,,,8,13.0,Yes,Yes,200
1280536,1,Train,Indianapolis,IN,US,46202,High School,Not Applicable,2000-01-01 00:00:00,4,10.0,,No,0
1281297,1,Train,Sacramento,CA,US,95825,Associate's,Travel and Tourism Certification,2008-11-01 00:00:00,8,7.0,Yes,No,0
1283059,1,Train,Hollywood,FL,US,33024,High School,General Studies,1969-06-01 00:00:00,2,22.0,No,Yes,2
1283456,1,Train,San Fernando,CA,US,91340,Associate's,Medical Billing/Coding,2011-10-01 00:00:00,4,7.0,No,No,0
1283638,1,Train,Pompano Beach,FL,US,33071,Vocational,"Business Administration and Management, General",2011-05-01 00:00:00,6,6.0,Yes,Yes,20
1284249,1,Train,Pendleton,SC,US,29670,Master's,Marriage and Family Therapy,,4,7.0,No,No,0
1285624,1,Train,Clayton,NC,US,27527,Bachelor's,Justice Studies,2013-02-01 00:00:00,4,14.0,No,No,0
1287995,1,Train,Groveland,FL,US,34736,High School,Not Applicable,1997-06-01 00:00:00,5,9.0,No,No,0
1288894,1,Train,Los Angeles,CA,US,90063,Associate's,General Education,2012-04-01 00:00:00,4,5.0,Yes,No,0
1289661,1,Train,Bourbonnais,IL,US,60914,,,,0,,No,No,0
1289863,1,Train,Chicago,IL,US,60642,,,,0,,,No,0
1290465,1,Train,Lumberton,NJ,US,08048,Bachelor's,Business Administration,,6,14.0,No,Yes,20
1291392,1,Train,Derby,KS,US,67037,High School,Not Applicable,2007-01-01 00:00:00,3,2.0,Yes,No,0
1292642,1,Train,Miami,FL,US,33169,High School,General Studies,2006-01-01 00:00:00,3,5.0,No,No,0
1294050,1,Test,Chandler,AZ,US,85225,Bachelor's,,,5,10.0,No,No,0
1294333,1,Train,Oak Park,MI,US,48237,High School,Not Applicable,,5,4.0,Yes,Yes,10
1296044,1,Train,Saint Petersburg,FL,US,33707,Master's,,2012-06-01 00:00:00,4,2.0,Yes,No,0
1296403,1,Train,Biloxi,MS,US,39531,,,,3,7.0,No,Yes,15
1297676,1,Test,Los Angeles,CA,US,90027,Associate's,,,3,15.0,Yes,No,0
1297791,1,Train,Louisville,KY,US,40215,High School,Not Applicable,1997-01-01 00:00:00,5,7.0,Yes,Yes,15
1297838,1,Train,Independence,MO,US,64055,Bachelor's,"Nursing/Registered Nurse (RN, ASN, BSN, MSN)",2012-05-01 00:00:00,0,,No,Yes,20
1297860,1,Train,Brooklyn,NY,US,11226,Bachelor's,Economics,2008-05-01 00:00:00,3,9.0,Yes,No,0
1298479,1,Train,Hartford,CT,US,06106,Associate's,Business,1992-12-01 00:00:00,7,12.0,No,No,0
1298952,1,Train,Henderson,NC,US,27537,Associate's,applied science,2012-04-01 00:00:00,3,6.0,Yes,No,0
1301345,1,Train,Fort Worth,TX,US,76116,Associate's,Automotive / ASE Certifide,2007-07-01 00:00:00,5,11.0,No,No,0
1301448,1,Train,Apopka,FL,US,32703,,,,5,17.0,No,No,0
1302531,1,Test,Brooklyn,NY,US,11233,Master's,English,1995-01-01 00:00:00,9,14.0,No,No,0
1303112,1,Train,Spotsylvania,VA,US,22553,Master's,Educaton Curriculum and Instruction,2007-11-01 00:00:00,3,14.0,No,Yes,5
1303353,1,Train,Fort Worth,TX,US,76112,High School,Not Applicable,2006-01-01 00:00:00,7,6.0,Yes,No,0
1303824,1,Train,Miami Shores,FL,US,33150,High School,General Studies,,6,13.0,Yes,Yes,8
1304171,1,Train,Baltimore,MD,US,21222,,,,0,,No,Yes,100
1304182,1,Test,North Las Vegas,NV,US,89031,High School,Not Applicable,,9,25.0,No,No,0
1305048,1,Train,Hackensack,NJ,US,07601,Bachelor's,Advertising Art Direction,,3,10.0,No,Yes,20
1307476,1,Train,Lexington,KY,US,40511,Bachelor's,Psychology,2011-01-01 00:00:00,4,11.0,Yes,No,0
1307653,1,Train,Levittown,NY,US,11756,Associate's,Criminal Law,2006-01-01 00:00:00,5,14.0,Yes,No,0
1307682,1,Train,New Rochelle,NY,US,10805,High School,Not Applicable,,5,12.0,No,Yes,8
1307922,1,Test,Moreno Valley,CA,US,92553,Vocational,Church Administrator  Part 2,2011-04-01 00:00:00,6,5.0,No,Yes,25
1309792,1,Test,Haltom City,TX,US,76117,,Information Word Processing,,8,21.0,Yes,No,0
1310100,1,Train,Jacksonville,FL,US,32218,,Finance and Business,2011-01-01 00:00:00,0,,No,No,0
1310987,1,Train,Cedar Hill,TX,US,75104,High School,Not Applicable,1995-01-01 00:00:00,3,8.0,No,No,0
1311114,1,Train,Raleigh,NC,US,27607,Master's,Reading Curriculum and Instruction,2011-05-01 00:00:00,5,14.0,No,Yes,2
1312055,1,Test,Humble,TX,US,77396,Bachelor's,professional writing,2000-01-01 00:00:00,5,10.0,Yes,Yes,117
1312371,1,Train,Burbank,CA,US,91504,PhD,"Psychology, General",2012-03-01 00:00:00,5,13.0,Yes,Yes,23
1312965,1,Train,Kansas City,MO,US,64134,High School,General/AP classes,2005-05-01 00:00:00,7,6.0,No,Yes,35
1313032,1,Train,New York,NY,US,10029,Bachelor's,Accounting,2008-06-01 00:00:00,5,6.0,Yes,No,0
1315450,1,Test,Kennesaw,GA,US,30144,Associate's,"Business Administration, Management and Operations, Other",1986-05-01 00:00:00,7,22.0,No,No,0
1316874,1,Train,Rancho Cucamonga,CA,US,91730,High School,business,,3,7.0,No,Yes,30
1316895,1,Train,Chicago,IL,US,60656,,,,6,11.0,Yes,Yes,3
1317636,1,Train,North Hills,CA,US,91343,High School,General Studies,2003-06-01 00:00:00,4,9.0,No,Yes,3
1318376,1,Test,Atlanta,GA,US,30324,High School,Not Applicable,2003-06-01 00:00:00,3,9.0,Yes,No,0
1318762,1,Train,New York,NY,US,10025,,"Business, Accounting, and Sociology",,4,9.0,Yes,No,0
1319368,1,Train,Elkridge,MD,US,21075,,,,10,29.0,Yes,No,0
1320052,1,Train,Tamarac,FL,US,33321,Vocational,CULINARY ARTS NUTRITION,2008-10-01 00:00:00,5,5.0,Yes,Yes,8
1320210,1,Train,Hagerstown,MD,US,21742,Bachelor's,Leadership,2004-05-01 00:00:00,4,15.0,Yes,No,0
1321190,1,Test,Lake Worth,FL,US,33460,Associate's,COMPUTER NETWORKING/REPAIRING,2010-07-01 00:00:00,2,4.0,,No,0
1322650,1,Train,Downey,CA,US,90240,Bachelor's,Communiation,2005-12-01 00:00:00,4,7.0,No,No,0
1324414,1,Train,Las Vegas,NV,US,89104,,General Education,1995-01-01 00:00:00,7,13.0,No,Yes,90
1325305,1,Train,Saint Petersburg,FL,US,33705,,,,4,10.0,,No,0
1325368,1,Test,Glasgow,KY,US,42141,High School,Building Trades,1976-01-01 00:00:00,6,26.0,Yes,Yes,50
1325605,1,Train,Noblesville,IN,US,46060,High School,General study,1989-05-01 00:00:00,5,18.0,No,Yes,15
1327338,1,Test,Newark,DE,US,19713,High School,Not Applicable,2006-01-01 00:00:00,5,6.0,Yes,No,0
1329895,1,Train,Chicago,IL,US,60651,High School,Not Applicable,1990-06-01 00:00:00,4,16.0,Yes,No,0
1330357,1,Train,New Rochelle,NY,US,10801,Associate's,College Medical Assistant,,9,8.0,Yes,Yes,8
1330917,1,Train,Indianapolis,IN,US,46219,,,,1,19.0,,No,0
1333792,1,Test,Fort Worth,TX,US,76137,Bachelor's,Human Resources Management,2012-03-01 00:00:00,5,18.0,,No,0
1334505,1,Test,Lafayette,IN,US,47905,Master's,Accounting,2011-01-01 00:00:00,4,7.0,No,Yes,7
1334892,1,Train,Fort Worth,TX,US,76101,Associate's,Psychology,,3,1.0,No,No,0
1336433,1,Test,Miami,FL,US,33177,High School,diploma,1993-01-01 00:00:00,6,17.0,No,Yes,5
1336906,1,Test,Hammond,IN,US,46320,Associate's,,,5,7.0,No,No,0
1338273,1,Test,Forney,TX,US,75126,Associate's,Business Management,2010-01-01 00:00:00,5,16.0,Yes,Yes,50
1338902,1,Train,Mulberry,FL,US,33860,Bachelor's,Accounting and Bachelor,2012-06-01 00:00:00,3,12.0,No,No,0
1340027,1,Train,Chesapeake,VA,US,23320,High School,Not Applicable,2002-01-01 00:00:00,4,10.0,Yes,No,0
1340481,1,Train,Indianapolis,IN,US,46226,Associate's,Medical Billing and Coding,2012-04-01 00:00:00,3,5.0,No,No,0
1343629,1,Test,Saint Louis,MO,US,63136,High School,Welding Technology/Welder,2009-05-01 00:00:00,6,4.0,Yes,No,0
1343699,1,Train,Antioch,TN,US,37013,High School,Not Applicable,1991-01-01 00:00:00,3,10.0,No,No,0
1343966,1,Train,Orlando,FL,US,32825,Bachelor's,,1986-01-01 00:00:00,5,11.0,No,Yes,81
1344341,1,Test,Clinton,MD,US,20735,Associate's,Business Administrative,2009-01-01 00:00:00,6,14.0,No,Yes,11
1344524,1,Test,Chandler,AZ,US,85248,,Refrigeration/Electro,,4,15.0,No,No,0
1345433,1,Train,Murfreesboro,TN,US,37129,Associate's,"Licensed Practical/Vocational Nurse Training (LPN, LVN, Cert",1993-12-01 00:00:00,4,13.0,,No,0
1346272,1,Train,Plantation,FL,US,33317,,,2009-06-01 00:00:00,3,5.0,Yes,Yes,5
1346927,1,Train,Miami,FL,US,33147,High School,Criminal Justice/Security Officer,1995-06-01 00:00:00,7,15.0,Yes,Yes,5
1348656,1,Train,Santa Ana,CA,US,92704,,,,0,,,No,0
1349464,1,Train,Celina,OH,US,45822,Associate's,Computer Drafting and Design,2012-04-01 00:00:00,7,20.0,No,Yes,17
1352131,1,Test,Baltimore,MD,US,21234,,Finance Management,1998-05-01 00:00:00,7,19.0,No,No,0
1353338,1,Test,Miami,FL,US,33166,High School,Not Applicable,2004-01-01 00:00:00,4,11.0,No,Yes,5
1353722,1,Train,Wichita,KS,US,67212,High School,Not Applicable,,3,2.0,Yes,No,0
1354971,1,Train,Clayton,NC,US,27527,,,,8,9.0,Yes,Yes,25
1357269,1,Train,Bronx,NY,US,10451,Bachelor's,Forensic Accounting,2011-09-01 00:00:00,5,4.0,No,No,0
1358129,1,Test,Houston,TX,US,77014,Associate's,Logistics/Supply Chain Management,,6,13.0,No,No,0
1358832,1,Test,Dallas,TX,US,75212,Master's,Electrical Engineering,1989-05-01 00:00:00,1,60.0,,No,0
1359130,1,Train,Saint Albans,NY,US,11412,Bachelor's,Behavioral Science,2010-01-01 00:00:00,3,6.0,No,No,0
1360396,1,Train,Chandler,AZ,US,85286,Associate's,Semiconductor Manufacturing Technology,2001-05-01 00:00:00,3,22.0,No,Yes,7
1361037,1,Train,Arlington,TX,US,76006,,"Sociology, Communication",,1,7.0,No,No,0
1361913,1,Train,Crowley,TX,US,76036,High School,General Studies,1993-03-01 00:00:00,9,13.0,Yes,Yes,5
1362254,1,Train,Bronx,NY,US,10466,,,,5,12.0,No,No,0
1362276,1,Test,Hoffman Estates,IL,US,60192,Master's,Accounting,,7,24.0,Yes,No,0
1362627,1,Test,Peoria,AZ,US,85382,High School,Not Applicable,1984-01-01 00:00:00,7,29.0,No,No,0
1362667,1,Test,Glenn Heights,TX,US,75154,,,,5,15.0,No,No,0
1363114,1,Test,Corona,CA,US,92883,,Accounting,,9,17.0,No,Yes,2
1363312,1,Train,Bourbonnais,IL,US,60914,High School,Not Applicable,1988-01-01 00:00:00,3,22.0,,No,0
1364895,1,Test,San Clemente,CA,US,92673,Bachelor's,Finance,1999-01-01 00:00:00,5,24.0,No,No,0
1364981,1,Train,Las Vegas,NV,US,89117,,,1987-01-01 00:00:00,5,20.0,No,No,0
1365537,1,Test,Decatur,GA,US,30034,Associate's,Criminal Justice,2001-01-01 00:00:00,2,8.0,Yes,No,0
1366388,1,Train,Palatine,IL,US,60074,Bachelor's,Medical Insurance Billing and Coding,2011-01-01 00:00:00,9,13.0,Yes,No,0
1368618,1,Train,Charlotte,NC,US,28269,Master's,,2007-12-01 00:00:00,8,8.0,Yes,No,0
1369860,1,Train,Sterling,VA,US,20164,,,,3,10.0,No,No,0
1370259,1,Test,Chicago,IL,US,60628,High School,,2002-01-01 00:00:00,3,8.0,,No,0
1371528,1,Train,Orlando,FL,US,32805,Bachelor's,Business Administration,1998-07-01 00:00:00,10,10.0,Yes,No,0
1371980,1,Test,Elwood,IN,US,46036,,,,4,15.0,No,No,0
1374303,1,Train,Brooklyn,NY,US,11237,Bachelor's,Computer Information Systems,2003-06-01 00:00:00,6,17.0,Yes,Yes,4
1375579,1,Test,Dallas,TX,US,75243,High School,Not Applicable,1996-01-01 00:00:00,3,15.0,No,No,0
1376067,1,Train,Chicago,IL,US,60639,High School,food service,2000-01-01 00:00:00,5,8.0,Yes,Yes,4
1380324,1,Train,Arlington,VA,US,22203,Master's,Education,2004-01-01 00:00:00,5,12.0,Yes,No,0
1384887,1,Train,Carteret,NJ,US,07008,,Accounting,,2,10.0,Yes,No,0
1386351,1,Train,Taylors,SC,US,29687,Bachelor's,Poltical Science/Criminal Justice,1983-08-01 00:00:00,9,29.0,Yes,Yes,300
1386391,1,Train,Fort Worth,TX,US,76106,High School,,2005-01-01 00:00:00,6,3.0,Yes,No,0
1386978,1,Train,Bronx,NY,US,10462,Bachelor's,Public Administration,,0,,No,No,0
1387186,1,Train,Houston,TX,US,77005,Master's,Corporate Finance,,5,11.0,,No,0
1388054,1,Train,Richmond,VA,US,23219,High School,,1995-01-01 00:00:00,4,7.0,No,Yes,8
1388658,1,Train,Milford,OH,US,45150,High School,Not Applicable,1989-01-01 00:00:00,4,11.0,,No,0
1390268,1,Train,Houston,TX,US,77082,Bachelor's,Psychology,2008-08-01 00:00:00,8,11.0,,No,0
1391463,1,Test,Philadelphia,PA,US,19132,High School,Not Applicable,1992-01-01 00:00:00,4,11.0,Yes,No,0
1392242,1,Train,Cincinnati,OH,US,45229,Bachelor's,Communication,2012-04-01 00:00:00,5,11.0,Yes,No,0
1392632,1,Train,Newfield,NJ,US,08344,High School,Not Applicable,,7,15.0,No,No,0
1392927,1,Train,Rosedale,MD,US,21220,,,,9,13.0,No,Yes,5
1393349,1,Train,Washington,DC,US,20005,Master's,,2012-04-01 00:00:00,3,4.0,,No,0
1393718,1,Train,Selma,AL,US,36703,,Business Administration/Medical Billing,1996-05-01 00:00:00,5,14.0,Yes,Yes,15
1394248,1,Train,Apache Junction,AZ,US,85120,Master's,Business Administration,,5,9.0,Yes,No,0
1395651,1,Train,Louisville,KY,US,40212,High School,,2001-01-01 00:00:00,5,10.0,Yes,No,0
1396086,1,Train,Long Beach,NY,US,11561,,,,5,7.0,Yes,No,0
1396499,1,Test,Aventura,FL,US,33180,,,,0,,,No,0
1397375,1,Train,Cleveland,OH,US,44108,,,,2,7.0,No,No,0
1397927,1,Test,Terrell,NC,US,28682,Associate's,HR Management,2007-03-01 00:00:00,3,7.0,Yes,No,0
1398448,1,Test,Silver Spring,MD,US,20901,High School,,2006-06-01 00:00:00,3,1.0,No,Yes,1
1398838,1,Train,Melrose Park,IL,US,60160,,Human Resource Management,,3,5.0,Yes,No,0
1398883,1,Train,Dallas,TX,US,75211,High School,Not Applicable,1979-01-01 00:00:00,6,23.0,Yes,Yes,6
1399315,1,Test,Garland,TX,US,75042,,,,5,10.0,Yes,No,0
1399835,1,Train,Cleves,OH,US,45002,Bachelor's,Preparation for Graduate Studies,,7,11.0,Yes,No,0
1400545,1,Train,Los Angeles,CA,US,90020,Associate's,Buss. Admin.,1994-07-01 00:00:00,7,20.0,No,Yes,25
1400881,1,Train,Avondale,AZ,US,85323,High School,,2002-05-01 00:00:00,4,6.0,Yes,Yes,12
1401747,1,Train,Chicago,IL,US,60608,Bachelor's,Medical Assisting,2002-02-01 00:00:00,0,,No,No,0
1402161,1,Train,Miami,FL,US,33142,High School,General Studies,2006-05-01 00:00:00,1,0.0,Yes,No,0
1402633,1,Train,Laurel,MD,US,20707,Bachelor's,Studies,2013-05-01 00:00:00,10,10.0,Yes,No,0
1403528,1,Train,Houston,TX,US,77053,Bachelor's,Communication,2007-01-01 00:00:00,9,11.0,Yes,No,0
1403970,1,Test,Clinton,NJ,US,08809,Bachelor's,Engineering Science,2012-04-01 00:00:00,3,16.0,,No,0
1404604,1,Train,Joliet,IL,US,60432,PhD,Divinity,2012-04-01 00:00:00,1,0.0,No,No,0
1405507,1,Train,East Orange,NJ,US,07017,High School,Not Applicable,2007-06-01 00:00:00,6,5.0,,No,0
1405995,1,Train,League City,TX,US,77573,Bachelor's,Marketing,1998-12-01 00:00:00,3,4.0,No,No,0
